,Isolate_1,Isolate_2,Isolate_3,Isolate_4,Colony Count,cfu/ml,value,Day,ID,Qtr,Treatment,Fat,Protein,Lactose,SNF,MUN,SCC,BHB,Acetone,sccact,logscc,subclinical,Maxsq,Minsq,Avgesq,Maxpoly,Minpoly,Avgepoly,cohort,day_within_cohort,merged_ID,bac_type,gram_sp,logcfu,sq_delta,poly_delta
287,Streptococcus dysgalactiae,,,,Colony Count: 300 CFU/mL.,300,,325,62907,RF,C,3.69,3.28,2.64,6.57,13.78863,926,-0.05,-0.05,926000,19.82065266792232,1,34.7,34.1,34.98,34.7,31.3,33.38,3,25,62907.0CRF,Environmental,Positive,2.4785664955938436,0.6000000000000014,0.6000000000000014
288,Streptococcus dysgalactiae,,,,Colony Count: 300 CFU/mL.,300,,325,62907,RR,C,2.73,3.54,3.09,7.3,12.34221,7335,-0.29,0.01,7335000,22.80636553522284,1,32.9,32.1,32.55,33.6,30.9,32.69,3,25,62907.0CRR,Environmental,Positive,2.4785664955938436,0.7999999999999972,0.7999999999999972
289,Staphylococcus chromogenes,Streptococcus parauberis,Corynebacterium xerosis,,"Colony Count: 2,200 CFU/ml",2200,,40,62920,LF,LT,0.7,2.52,4.35,7.76,8.04028,204,0.22,-0.01,204000,17.63820962663358,0,34.0,30.8,33.2,34.0,29.4,32.7,4,0,62920.0LTLF,Environmental,Positive,3.342620042553348,3.1999999999999993,3.1999999999999993
290,Staphylococcus chromogenes,Streptococcus parauberis,Corynebacterium xerosis,,"Colony Count: 2,200 CFU/ml",2200,,40,62920,LR,LT,2.28,3.1,3.69,7.59,12.08237,332,-0.06,0.01,332000,18.34082371600901,1,33.1,30.4,32.2,33.3,28.6,31.9,4,0,62920.0LTLR,Environmental,Positive,3.342620042553348,2.700000000000003,2.700000000000003
291,Staphylococcus chromogenes,Streptococcus parauberis,Corynebacterium xerosis,,"Colony Count: 2,200 CFU/ml",2200,,40,62920,RF,LT,1.9,3.25,3.94,8.02,13.83246,298,-0.11,0.01,298000,18.18495280512425,1,34.6,31.6,33.8,34.6,31.5,33.6,4,0,62920.0LTRF,Environmental,Positive,3.342620042553348,3.0,3.0
292,Staphylococcus chromogenes,Streptococcus parauberis,Corynebacterium xerosis,,"Colony Count: 2,200 CFU/ml",2200,,40,62920,RR,LT,3.72,3.25,3.78,7.84,12.36017,286,0.22,0.03,286000,18.12565562144048,1,32.9,30.5,31.8,32.9,28.7,31.9,4,0,62920.0LTRR,Environmental,Positive,3.342620042553348,2.3999999999999986,2.3999999999999986
293,Staphylococcus chromogenes,Corynebacterium xerosis,,,"Colony Count: 4,300 CFU/ml",4300,,410,62920,LF,LT,3.51,3.86,4.68,9.37,18.68071,309,0.19,0.07,309000,18.23724731256646,1,33.0,32.0,32.67,33.3,31.7,32.6,4,10,62920.0LTLF,Environmental,Positive,3.6335694425540916,1.0,1.0
294,Staphylococcus chromogenes,Corynebacterium xerosis,,,"Colony Count: 4,300 CFU/ml",4300,,410,62920,LR,LT,3.6,3.87,4.15,8.8,16.77602,468,0.02,0.04,468000,18.83614900424549,1,31.0,29.5,29.59,31.0,26.2,29.59,4,10,62920.0LTLR,Environmental,Positive,3.6335694425540916,1.5,1.5
295,Staphylococcus chromogenes,Corynebacterium xerosis,,,"Colony Count: 4,300 CFU/ml",4300,,410,62920,RF,LT,1.74,3.86,4.43,9.09,17.02455,332,-0.33,0.04,332000,18.34082371600901,1,31.9,30.4,31.59,32.0,29.2,31.15,4,10,62920.0LTRF,Environmental,Positive,3.6335694425540916,1.5,1.5
296,Staphylococcus chromogenes,Corynebacterium xerosis,,,"Colony Count: 4,300 CFU/ml",4300,,410,62920,RR,LT,2.1,3.82,4.57,9.22,16.12276,247,-0.19,0.06,247000,17.91415151624676,0,31.3,28.0,30.54,31.5,27.5,29.97,4,10,62920.0LTRR,Environmental,Positive,3.6335694425540916,3.3000000000000007,3.3000000000000007
297,Staphylococcus chromogenes,,,,"Colony Count: 6,000 CFU/ml",6000,,425,62920,LF,LT,2.59,3.95,4.0,8.73,23.19881,459,-0.1,0.08,459000,18.8081346280759,1,31.7,27.6,30.0,31.7,28.2,30.3,4,25,62920.0LTLF,Environmental,Positive,3.7782236267660965,4.099999999999998,4.099999999999998
298,Staphylococcus chromogenes,,,,"Colony Count: 6,000 CFU/ml",6000,,425,62920,LR,LT,4.46,3.86,4.12,8.76,21.57281,413,0.43,0.07,413000,18.65578225608153,1,31.2,29.3,30.3,31.3,29.3,30.3,4,25,62920.0LTLR,Environmental,Positive,3.7782236267660965,1.8999999999999986,1.8999999999999986
299,Staphylococcus chromogenes,,,,"Colony Count: 6,000 CFU/ml",6000,,425,62920,RF,LT,1.23,4.0,4.5,9.32,22.37685,191,-0.25,0.06,191000,17.54321311269783,0,32.6,28.8,30.3,32.6,28.4,30.2,4,25,62920.0LTRF,Environmental,Positive,3.7782236267660965,3.8000000000000007,3.8000000000000007
300,Staphylococcus chromogenes,,,,"Colony Count: 6,000 CFU/ml",6000,,425,62920,RR,LT,3.0,3.77,4.32,8.9,21.46998,474,0.2,0.08,474000,18.85452753356035,1,33.3,29.5,31.6,32.5,28.7,30.3,4,25,62920.0LTRR,Environmental,Positive,3.7782236267660965,3.799999999999997,3.799999999999997
301,Streptococcus dysgalactiae,,,,Colony Count: 500 colony forming units/mL.,500,,20,63009,LF,C,1.41,4.14,4.77,9.76,10.46089,28,-0.17,0.05,28000,14.77313920671969,0,35.0,33.4,34.46,35.0,28.1,33.88,2,0,63009.0CLF,Environmental,Positive,2.699837725867246,1.6000000000000014,1.6000000000000014
302,Streptococcus dysgalactiae,,,,Colony Count: 500 colony forming units/mL.,500,,20,63009,LR,C,2.02,4.15,4.2,9.14,8.43211,2391,-0.21,0.05,2391000,21.18918269937371,1,33.1,32.4,32.61,33.8,32.4,32.97,2,0,63009.0CLR,Environmental,Positive,2.699837725867246,0.7000000000000028,0.7000000000000028
303,Streptococcus dysgalactiae,,,,Colony Count: 500 colony forming units/mL.,500,,20,63009,RF,C,2.27,3.82,4.17,8.79,10.7039,115,-0.04,0.02,115000,16.81127433560646,0,34.8,32.3,33.74,34.9,30.6,33.45,2,0,63009.0CRF,Environmental,Positive,2.699837725867246,2.5,2.5
304,Streptococcus dysgalactiae,,,,Colony Count: 500 colony forming units/mL.,500,,20,63009,RR,C,2.64,3.58,4.09,8.49,8.37147,92,0.02,0.01,92000,16.4893462407191,0,33.8,32.4,33.14,33.8,32.3,33.03,2,0,63009.0CRR,Environmental,Positive,2.699837725867246,1.3999999999999986,1.3999999999999986
305,,Streptococcus sp. Alpha-Hemolytic,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,225,63009,LF,C,1.68,3.99,4.81,9.67,4.23397,51,0.17,0.07,51000,15.63820962663358,0,36.8,35.6,36.2,36.5,33.7,35.6,2,25,63009.0CLF,,,4.000043427276863,1.1999999999999957,1.1999999999999957
306,,Streptococcus sp. Alpha-Hemolytic,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,225,63009,LR,C,1.27,4.3,3.62,8.67,-1.65414,4760,-0.77,0.02,4760000,22.1825301428574,1,34.0,31.6,33.3,34.0,32.3,33.3,2,25,63009.0CLR,,,4.000043427276863,2.3999999999999986,2.3999999999999986
307,,Streptococcus sp. Alpha-Hemolytic,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,225,63009,RF,C,3.84,3.58,3.68,8.02,2.29752,380,0.34,0.03,380000,18.53563989299304,1,36.8,36.1,36.5,36.2,32.2,35.2,2,25,63009.0CRF,,,4.000043427276863,0.6999999999999957,0.6999999999999957
308,,Streptococcus sp. Alpha-Hemolytic,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,225,63009,RR,C,3.48,3.51,4.18,8.51,1.14538,210,0.41,0.05,210000,17.68002980232821,0,34.4,32.0,33.5,34.5,32.3,33.5,2,25,63009.0CRR,,,4.000043427276863,2.3999999999999986,2.3999999999999986
309,Staphylococcus aureus,,,,Colony Count: < 100 colony forming units/mL.,100,,20,63047,LF,T ,1.75,3.79,3.3,7.8,11.87499,9999,-0.38,-0.03,9999000,23.25335238749349,1,34.3,32.3,33.76,34.9,28.6,32.74,2,0,63047.0T LF,Contagious,Positive,2.0043213737826426,2.0,2.0
310,Staphylococcus aureus,,,,Colony Count: < 100 colony forming units/mL.,100,,20,63047,LR,T ,1.11,4.13,4.83,9.82,10.07775,360,-0.43,0.02,360000,18.45763738099176,1,34.5,32.2,34.03,34.5,30.3,33.49,2,0,63047.0T LR,Contagious,Positive,2.0043213737826426,2.299999999999997,2.299999999999997
311,Staphylococcus aureus,,,,Colony Count: < 100 colony forming units/mL.,100,,20,63047,RF,T ,1.35,3.94,4.62,9.41,9.15847,45,-0.35,0.02,45000,15.45763738099176,0,34.0,30.3,32.66,34.3,29.0,32.14,2,0,63047.0T RF,Contagious,Positive,2.0043213737826426,3.6999999999999993,3.6999999999999993
312,Staphylococcus aureus,,,,Colony Count: < 100 colony forming units/mL.,100,,20,63047,RR,T ,1.68,4.04,4.66,9.55,8.83791,68,-0.32,0.03,68000,16.05324712591242,0,34.0,31.9,33.3,34.0,31.0,32.79,2,0,63047.0T RR,Contagious,Positive,2.0043213737826426,2.1000000000000014,2.1000000000000014
313,Staphylococcus aureus,Staphylococcus chromogenes,,,Colony Count: 500 colony forming units/mL.,500,,225,63047,LF,T,1.17,3.51,3.6,7.88,5.17337,9999,-0.23,-0.01,9999000,23.25335238749349,1,32.3,29.7,31.1,31.1,26.7,30.2,2,25,63047.0TLF,Contagious,Positive,2.699837725867246,2.599999999999998,2.599999999999998
314,Staphylococcus aureus,Staphylococcus chromogenes,,,Colony Count: 500 colony forming units/mL.,500,,225,63047,LR,T,1.28,3.61,4.75,9.25,7.25062,369,0.05,0.05,369000,18.49326129072248,1,32.9,30.0,31.9,33.0,29.8,31.6,2,25,63047.0TLR,Contagious,Positive,2.699837725867246,2.8999999999999986,2.8999999999999986
315,Staphylococcus aureus,Staphylococcus chromogenes,,,Colony Count: 500 colony forming units/mL.,500,,225,63047,RF,T,1.24,3.46,4.57,8.91,6.11691,168,-0.01,0.04,168000,17.35810170744085,0,33.5,30.6,31.7,34.2,29.1,32.9,2,25,63047.0TRF,Contagious,Positive,2.699837725867246,2.8999999999999986,2.8999999999999986
316,Staphylococcus aureus,Staphylococcus chromogenes,,,Colony Count: 500 colony forming units/mL.,500,,225,63047,RR,T,1.42,3.58,4.65,9.11,6.87271,108,0.06,0.04,108000,16.72067178682556,0,34.0,30.0,32.1,33.4,27.5,31.4,2,25,63047.0TRR,Contagious,Positive,2.699837725867246,4.0,4.0
317,Bacillus pumilus,,,,Colony Count: 100 CFU/mL.,100,,310,63089,LF,T,1.0,3.08,4.86,8.86,14.5216,1,0.39,0.01,1000,9.965784284662087,0,36.2,35.8,36.0,36.4,31.6,34.86,3,10,63089.0TLF,Environmental,Positive,2.0043213737826426,0.4000000000000057,0.4000000000000057
318,Bacillus pumilus,,,,Colony Count: 100 CFU/mL.,100,,310,63089,LR,T,0.98,3.31,4.72,8.92,14.84134,513,0.28,0.01,513000,18.96859930026914,1,32.9,31.9,32.41,34.5,29.9,32.48,3,10,63089.0TLR,Environmental,Positive,2.0043213737826426,1.0,1.0
319,Bacillus pumilus,,,,Colony Count: 100 CFU/mL.,100,,310,63089,RF,T,0.91,3.15,4.89,8.96,14.2282,6,0.38,0.02,6000,12.55074678538324,0,33.9,33.3,33.55,35.3,30.2,34.07,3,10,63089.0TRF,Environmental,Positive,2.0043213737826426,0.6000000000000014,0.6000000000000014
320,Bacillus pumilus,,,,Colony Count: 100 CFU/mL.,100,,310,63089,RR,T,0.79,3.2,4.79,8.89,14.52625,90,0.23,0.01,90000,16.45763738099176,0,33.9,32.4,33.18,34.1,31.1,33.15,3,10,63089.0TRR,Environmental,Positive,2.0043213737826426,1.5,1.5
325,,Streptococcus sp. Alpha-Hemolytic,,,Colony Count: 600 CFU/ml,600,,410,63390,LF,LT,1.46,3.77,4.66,9.26,14.6191,56,-0.36,0.02,56000,15.77313920671969,0,31.7,29.1,31.23,31.8,23.0,29.07,4,10,63390.0LTLF,,,2.7788744720027396,2.599999999999998,2.599999999999998
326,,Streptococcus sp. Alpha-Hemolytic,,,Colony Count: 600 CFU/ml,600,,410,63390,RF,LT,1.35,3.76,3.41,7.87,12.84582,1636,-0.53,-0.09,1636000,20.64174131760383,1,32.4,31.0,32.05,32.6,29.8,31.53,4,10,63390.0LTRF,,,2.7788744720027396,1.3999999999999986,1.3999999999999986
327,,Streptococcus sp. Alpha-Hemolytic,,,Colony Count: 600 CFU/ml,600,,410,63390,RR,LT,0.92,3.66,4.63,9.12,13.88976,20,-0.42,0.02,20000,14.28771237954945,0,32.1,31.1,31.75,32.1,31.1,31.75,4,10,63390.0LTRR,,,2.7788744720027396,1.0,1.0
330,Corynebacterium sp.,Mixed Bacterial Growth,,,Colony Count: <100 CFU/mL.,100,,310,63829,LF,LT,0.8,3.53,4.77,9.19,14.372,34,0.16,0.04,34000,15.05324712591243,0,35.8,35.4,35.57,35.9,33.7,35.05,3,10,63829.0LTLF,Environmental,Positive,2.0043213737826426,0.3999999999999986,0.3999999999999986
331,Corynebacterium sp.,Mixed Bacterial Growth,,,Colony Count: <100 CFU/mL.,100,,310,63829,LR,LT,1.86,3.53,4.65,9.06,13.60624,25,0.26,0.05,25000,14.60964047443681,0,34.1,33.2,33.62,34.5,31.2,33.73,3,10,63829.0LTLR,Environmental,Positive,2.0043213737826426,0.8999999999999986,0.8999999999999986
332,Corynebacterium sp.,Mixed Bacterial Growth,,,Colony Count: <100 CFU/mL.,100,,310,63829,RF,LT,1.42,3.5,4.67,9.05,14.13257,36,0.14,0.04,36000,15.1357092861044,0,35.9,35.5,35.7,35.9,32.5,35.22,3,10,63829.0LTRF,Environmental,Positive,2.0043213737826426,0.3999999999999986,0.3999999999999986
333,Corynebacterium sp.,Mixed Bacterial Growth,,,Colony Count: <100 CFU/mL.,100,,310,63829,RR,LT,2.18,3.51,4.73,9.14,15.01957,32,0.3,0.06,32000,14.96578428466209,0,34.4,33.1,34.07,34.6,31.7,34.06,3,10,63829.0LTRR,Environmental,Positive,2.0043213737826426,1.2999999999999972,1.2999999999999972
338,Staphylococcus simulans,,,,Colony Count: 200 colony forming units/mL.,200,,20,63851,LF,T ,1.33,3.97,4.73,9.55,13.53977,23,-0.08,0.04,23000,14.4893462407191,0,35.2,33.6,34.79,35.2,30.8,34.17,2,0,63851.0T LF,Environmental,Positive,2.303196057420489,1.6000000000000014,1.6000000000000014
339,Staphylococcus simulans,,,,Colony Count: 200 colony forming units/mL.,200,,20,63851,LR,T ,1.81,3.9,4.56,9.29,13.62651,20,-0.02,0.04,20000,14.28771237954945,0,34.6,32.8,33.82,34.6,29.3,33.3,2,0,63851.0T LR,Environmental,Positive,2.303196057420489,1.8000000000000043,1.8000000000000043
340,Staphylococcus simulans,,,,Colony Count: 200 colony forming units/mL.,200,,20,63851,RF,T ,1.26,3.95,4.68,9.49,13.93336,165,-0.18,0.04,165000,17.3321064989079,0,35.7,34.7,35.23,35.8,33.4,34.99,2,0,63851.0T RF,Environmental,Positive,2.303196057420489,1.0,1.0
341,Staphylococcus simulans,,,,Colony Count: 200 colony forming units/mL.,200,,20,63851,RR,T ,1.49,3.41,3.22,7.35,15.27286,4322,-0.22,-0.01,4322000,22.0432676415216,1,34.9,33.5,34.0,34.9,30.1,33.91,2,0,63851.0T RR,Environmental,Positive,2.303196057420489,1.3999999999999986,1.3999999999999986
342,Staphylococcus simulans,,,,Colony Count: 100 colony forming units/mL.,100,,225,63851,LF,T ,1.05,3.71,4.76,9.34,6.62033,1,0.08,0.05,1000,9.965784284662087,0,36.8,34.8,36.3,36.4,34.3,35.6,2,25,63851.0T LF,Environmental,Positive,2.0043213737826426,2.0,2.0
343,Staphylococcus simulans,,,,Colony Count: 100 colony forming units/mL.,100,,225,63851,LR,T ,1.4,3.69,4.65,9.19,7.34348,18,0.1,0.05,18000,14.1357092861044,0,35.4,28.8,34.1,35.4,32.6,34.7,2,25,63851.0T LR,Environmental,Positive,2.0043213737826426,6.599999999999998,6.599999999999998
344,Staphylococcus simulans,,,,Colony Count: 100 colony forming units/mL.,100,,225,63851,RF,T ,1.02,3.72,4.79,9.38,7.1606,117,0.1,0.05,117000,16.83614900424549,0,36.4,34.4,35.9,36.4,34.7,35.8,2,25,63851.0T RF,Environmental,Positive,2.0043213737826426,2.0,2.0
345,Staphylococcus simulans,,,,Colony Count: 100 colony forming units/mL.,100,,225,63851,RR,T ,1.32,3.81,4.61,9.28,4.93296,621,-0.11,0.06,621000,19.24423374288257,1,35.3,31.0,34.5,35.8,33.3,35.2,2,25,63851.0T RR,Environmental,Positive,2.0043213737826426,4.299999999999997,4.299999999999997
350,,Staphylococcus sp. Coagulase Negative,,,Colony Count: <100 CFU/mL.,100,,325,63869,LF,LT,1.26,3.87,4.77,9.48,15.89875,15,-0.22,0.06,15000,13.87267488027061,0,33.4,32.5,33.1,33.5,29.9,32.14,3,25,63869.0LTLF,,,2.0043213737826426,0.8999999999999986,0.8999999999999986
351,,Staphylococcus sp. Coagulase Negative,,,Colony Count: <100 CFU/mL.,100,,325,63869,LR,LT,0.99,3.84,4.79,9.47,16.8427,21,-0.26,0.05,21000,14.35810170744085,0,32.5,30.8,31.66,33.4,29.2,31.69,3,25,63869.0LTLR,,,2.0043213737826426,1.6999999999999993,1.6999999999999993
352,,Staphylococcus sp. Coagulase Negative,,,Colony Count: <100 CFU/mL.,100,,325,63869,RF,LT,1.43,3.76,4.58,9.17,14.92234,148,-0.25,0.06,148000,17.17523765029104,0,34.5,33.9,34.24,35.0,32.2,33.5,3,25,63869.0LTRF,,,2.0043213737826426,0.6000000000000014,0.6000000000000014
353,,Staphylococcus sp. Coagulase Negative,,,Colony Count: <100 CFU/mL.,100,,325,63869,RR,LT,1.15,3.82,4.78,9.44,16.68664,15,-0.27,0.06,15000,13.87267488027061,0,33.2,33.0,33.14,34.1,30.3,32.43,3,25,63869.0LTRR,,,2.0043213737826426,0.20000000000000284,0.20000000000000284
354,Corynebacterium bovis,,,,Colony Count: <100 CFU/ml,100,,410,64245,LF,LT,1.06,3.46,4.87,9.21,17.29195,19,-0.06,0.02,19000,14.21371179810567,0,35.7,35.0,35.43,35.7,32.5,34.79,4,10,64245.0LTLF,Contagious,Positive,2.0043213737826426,0.7000000000000028,0.7000000000000028
355,Corynebacterium bovis,,,,Colony Count: <100 CFU/ml,100,,410,64245,LR,LT,1.1,3.46,4.89,9.22,18.50306,1,-0.04,0.02,1000,9.965784284662087,0,35.2,34.5,34.83,35.3,20.9,34.34,4,10,64245.0LTLR,Contagious,Positive,2.0043213737826426,0.7000000000000028,0.7000000000000028
356,Corynebacterium bovis,,,,Colony Count: <100 CFU/ml,100,,410,64245,RF,LT,1.26,3.49,4.76,9.1,19.19033,276,-0.02,0.03,276000,18.07430874144026,1,36.3,35.3,35.94,36.3,34.1,35.34,4,10,64245.0LTRF,Contagious,Positive,2.0043213737826426,1.0,1.0
357,Corynebacterium bovis,,,,Colony Count: <100 CFU/ml,100,,410,64245,RR,LT,1.42,3.42,4.84,9.13,17.74067,10,-0.03,0.02,10000,13.28771237954945,0,37.2,36.6,36.84,37.3,34.1,36.39,4,10,64245.0LTRR,Contagious,Positive,2.0043213737826426,0.6000000000000014,0.6000000000000014
362,Staphylococcus chromogenes,,,,Colony Count: 1000 CFU/mL.,1000,,310,64247,LF,T,2.31,3.54,3.7,8.02,16.35669,7312,-0.11,-0.05,7312000,22.80183463972016,1,34.9,34.5,34.68,35.2,31.6,34.24,3,10,64247.0TLF,Environmental,Positive,3.000434077479319,0.3999999999999986,0.3999999999999986
363,Staphylococcus chromogenes,,,,Colony Count: 1000 CFU/mL.,1000,,310,64247,LR,T,2.2,3.79,4.44,9.08,16.67737,698,-0.13,0.01,698000,19.41286751087174,1,33.1,32.3,32.69,34.0,29.9,32.43,3,10,64247.0TLR,Environmental,Positive,3.000434077479319,0.8000000000000043,0.8000000000000043
364,Staphylococcus chromogenes,,,,Colony Count: 1000 CFU/mL.,1000,,310,64247,RF,T,0.42,4.1,4.88,9.86,17.99446,44,-0.58,-0.01,44000,15.42521590329939,0,33.8,33.5,33.66,34.1,32.0,33.52,3,10,64247.0TRF,Environmental,Positive,3.000434077479319,0.29999999999999716,0.29999999999999716
365,Staphylococcus chromogenes,,,,Colony Count: 1000 CFU/mL.,1000,,310,64247,RR,T,4.22,3.76,3.83,8.37,18.20937,3708,0.19,0.02,3708000,21.82220981328762,1,34.1,33.3,33.74,34.4,29.9,33.1,3,10,64247.0TRR,Environmental,Positive,3.000434077479319,0.8000000000000043,0.8000000000000043
366,Staphylococcus chromogenes,,,,"Colony Count: 2,100 CFU/mL.",2100,,325,64247,LF,T,1.96,3.5,2.06,6.14,24.89922,9999,-0.62,-0.23,9999000,23.25335238749349,1,36.2,33.0,35.18,37.2,30.4,35.59,3,25,64247.0TLF,Environmental,Positive,3.3224260524059526,3.200000000000003,3.200000000000003
367,Staphylococcus chromogenes,,,,"Colony Count: 2,100 CFU/mL.",2100,,325,64247,LR,T,1.61,3.99,4.29,9.08,19.08348,759,-0.62,0.0,759000,19.53374036007755,1,37.2,36.7,37.0,37.2,34.6,36.2,3,25,64247.0TLR,Environmental,Positive,3.3224260524059526,0.5,0.5
368,Staphylococcus chromogenes,,,,"Colony Count: 2,100 CFU/mL.",2100,,325,64247,RF,T,1.47,4.31,4.81,9.95,20.61437,37,-0.71,0.02,37000,15.17523765029104,0,36.5,35.8,36.24,37.0,32.7,35.79,3,25,64247.0TRF,Environmental,Positive,3.3224260524059526,0.7000000000000028,0.7000000000000028
369,Staphylococcus chromogenes,,,,"Colony Count: 2,100 CFU/mL.",2100,,325,64247,RR,T,2.19,3.97,4.42,9.19,18.79177,205,-0.52,0.01,205000,17.64526438416753,0,35.6,34.9,35.25,36.5,34.3,35.4,3,25,64247.0TRR,Environmental,Positive,3.3224260524059526,0.7000000000000028,0.7000000000000028
370,,Staphylococcus aureus,,,"Colony Count: 1,100 colony forming units/mL.",1100,,20,64302,LF,T ,3.39,3.24,2.75,6.67,16.18919,4469,0.27,-0.07,4469000,22.0915206140571,1,33.4,31.6,32.6,33.5,30.2,31.94,2,0,64302.0T LF,,,3.041787318971752,1.7999999999999972,1.7999999999999972
371,,Staphylococcus aureus,,,"Colony Count: 1,100 colony forming units/mL.",1100,,20,64302,LR,T ,3.31,3.83,4.82,9.53,9.80295,68,0.34,0.1,68000,16.05324712591242,0,31.9,30.5,31.29,31.9,26.3,30.77,2,0,64302.0T LR,,,3.041787318971752,1.3999999999999986,1.3999999999999986
372,,Staphylococcus aureus,,,"Colony Count: 1,100 colony forming units/mL.",1100,,20,64302,RF,T ,2.93,3.5,3.36,7.59,11.59036,7993,0.01,0.01,7993000,22.93030565855933,1,32.6,31.9,32.35,32.6,30.8,31.92,2,0,64302.0T RF,,,3.041787318971752,0.7000000000000028,0.7000000000000028
373,,Staphylococcus aureus,,,"Colony Count: 1,100 colony forming units/mL.",1100,,20,64302,RR,T ,3.2,3.76,4.55,9.16,9.63965,366,0.36,0.09,366000,18.48148412294613,1,33.1,32.1,32.67,33.3,26.2,31.84,2,0,64302.0T RR,,,3.041787318971752,1.0,1.0
377,Staphylococcus aureus,Corynebacterium xerosis,,,Colony Count: 200 colony forming units/mL.,200,,110,64392,LF,T,3.24,3.98,3.47,8.19,9.78655,5708,-0.47,0.01,5708000,22.44455390413785,1,36.7,36.1,36.37,36.8,33.7,35.77,1,10,64392.0TLF,Contagious,Positive,2.303196057420489,0.6000000000000014,0.6000000000000014
378,Staphylococcus aureus,Corynebacterium xerosis,,,Colony Count: 200 colony forming units/mL.,200,,110,64392,LR,T,5.1,4.06,4.38,9.28,9.41573,617,0.02,0.08,617000,19.2349109638115,1,34.8,33.7,34.23,35.4,30.5,34.26,1,10,64392.0TLR,Contagious,Positive,2.303196057420489,1.0999999999999943,1.0999999999999943
379,Staphylococcus aureus,Corynebacterium xerosis,,,Colony Count: 200 colony forming units/mL.,200,,110,64392,RF,T,2.67,4.3,4.71,9.87,8.31417,71,-0.57,0.07,71000,16.11553140416677,0,35.4,34.6,35.1,36.5,28.5,34.85,1,10,64392.0TRF,Contagious,Positive,2.303196057420489,0.7999999999999972,0.7999999999999972
380,Staphylococcus aureus,Corynebacterium xerosis,,,Colony Count: 200 colony forming units/mL.,200,,110,64392,RR,T,5.45,4.1,4.39,9.33,8.50697,109,0.09,0.09,109000,16.73396860943901,0,36.4,35.8,36.22,32.5,34.25,34.25,1,10,64392.0TRR,Contagious,Positive,2.303196057420489,0.6000000000000014,0.6000000000000014
381,Mixed Bacterial Growth,,,,Colony Count: 500 CFU/ml; <1+ (very low growth); This sample is possibly contaminated.,500,,40,64411,LF,LT,1.21,3.59,4.87,9.37,13.62702,2,0.03,0.07,2000,10.96578428466209,0,33.3,30.0,31.7,34.3,30.3,33.6,4,0,64411.0LTLF,Environmental,Positive,2.699837725867246,3.299999999999997,3.299999999999997
382,Mixed Bacterial Growth,,,,Colony Count: 500 CFU/ml; <1+ (very low growth); This sample is possibly contaminated.,500,,40,64411,LR,LT,1.65,3.52,4.16,8.51,13.58878,2967,-0.13,0.06,2967000,21.50057349614235,1,32.3,30.9,31.8,32.3,30.6,31.6,4,0,64411.0LTLR,Environmental,Positive,2.699837725867246,1.3999999999999986,1.3999999999999986
383,Mixed Bacterial Growth,,,,Colony Count: 500 CFU/ml; <1+ (very low growth); This sample is possibly contaminated.,500,,40,64411,RR,LT,1.87,3.58,4.83,9.31,13.27045,35,0.13,0.08,35000,15.09506730160705,0,33.3,31.3,32.2,33.5,29.4,31.9,4,0,64411.0LTRR,Environmental,Positive,2.699837725867246,1.9999999999999964,1.9999999999999964
